#764A5B,#764A5B,372,282,366,288,372,288
#3B2E25,#3B2E25,384,306,378,312,384,312
#D2D2C6,#D2D2C6,336,150,330,156,336,156
#6A5449,#6A5449,444,48,438,54,444,54
#CD9E72,#CD9E72,288,312,294,312,288,318
#ACABB0,#ACABB0,456,6,462,6,456,12
#81807B,#81807B,12,216,18,216,12,222
#1E201D,#1E201D,444,126,438,132,444,132
#85795F,#85795F,276,324,282,324,276,330
#A13942,#A13942,246,318,240,324,246,324
#84847C,#84847C,546,366,552,366,546,372
#B37D7D,#B37D7D,366,222,372,222,366,228
#373833,#373833,114,432,108,438,114,438
#615C56,#615C56,168,180,174,180,168,186
#534542,#534542,66,270,60,276,66,276
#14130F,#14130F,390,390,384,396,390,396
#584F4A,#584F4A,246,30,252,30,246,36
#C2C2C2,#C2C2C2,156,444,150,450,156,450
#A08864,#A08864,462,390,468,390,462,396
#454641,#454641,120,330,126,330,120,336
#C8B1AB,#C8B1AB,198,66,192,72,198,72
#473F3D,#473F3D,378,234,384,234,378,240
#2C2724,#2C2724,426,216,432,216,426,222
#E39BAF,#E39BAF,162,240,156,246,162,246
#9D2F32,#9D2F32,252,330,258,330,252,336
#C2C0C1,#C2C0C1,540,36,546,36,540,42
#361715,#361715,390,366,396,366,390,372
#8C593E,#8C593E,360,402,354,408,360,408
#282A25,#282A25,486,426,492,426,486,432
#9C9582,#9C9582,210,156,216,156,210,162
#626053,#626053,246,96,252,96,246,102
#978E7F,#978E7F,90,30,96,30,90,36
#534A43,#534A43,228,96,222,102,228,102
#716F63,#716F63,270,156,276,156,270,162
#11110F,#11110F,396,408,390,414,396,414
#C3414B,#C3414B,288,300,294,300,288,306
#252724,#252724,120,402,114,408,120,408
#7A7A6E,#7A7A6E,150,162,144,168,150,168
#3D2823,#3D2823,114,348,120,348,114,354
#604639,#604639,300,318,306,318,300,324
#64665B,#64665B,318,42,312,48,318,48
#DCDACE,#DCDACE,336,150,342,150,336,156
#9D9F9E,#9D9F9E,588,204,594,204,588,210
#524F40,#524F40,552,246,546,252,552,252
#85877C,#85877C,588,378,582,384,588,384
#BCBCBE,#BCBCBE,474,30,468,36,474,36
#4F3E2E,#4F3E2E,474,186,480,186,474,192
#715444,#715444,438,168,444,168,438,174
#3B3C36,#3B3C36,102,426,96,432,102,432
#BDBDBF,#BDBDBF,36,420,42,420,36,426
#321414,#321414,312,420,306,426,312,426
#2E2E2C,#2E2E2C,594,438,588,444,594,444
#A8373D,#A8373D,342,300,336,306,342,306
#A0694B,#A0694B,456,162,450,168,456,168
#635950,#635950,168,90,162,96,168,96
#D5D6D1,#D5D6D1,396,12,390,18,396,18
#745F4E,#745F4E,414,174,408,180,414,180
#848490,#848490,312,246,306,252,312,252
#392F26,#392F26,396,270,390,276,396,276
#7B5940,#7B5940,528,192,522,198,528,198
#FFFFFB,#FFFFFB,126,108,132,108,126,114
#5C514D,#5C514D,252,0,246,6,252,6
#DE93A7,#DE93A7,156,240,150,246,156,246
#7E7B6C,#7E7B6C,204,186,210,186,204,192
#6A685C,#6A685C,282,84,276,90,282,90
#574435,#574435,354,270,348,276,354,276
#786C6E,#786C6E,192,12,186,18,192,18
#1F1E1A,#1F1E1A,420,234,414,240,420,240
#2F191B,#2F191B,390,372,396,372,390,378
#47392E,#47392E,528,204,534,204,528,210
#534E48,#534E48,378,240,384,240,378,246
#B3B3B1,#B3B3B1,486,108,492,108,486,114
#685745,#685745,552,126,558,126,552,132
#7E807D,#7E807D,42,234,48,234,42,240
#90949D,#90949D,582,42,588,42,582,48
#E0E0C,#E0E0C,468,342,462,348,468,348
#746E62,#746E62,18,180,12,186,18,186
#B7BBBE,#B7BBBE,54,414,60,414,54,420
#872E32,#872E32,180,312,186,312,180,318
#9D9181,#9D9181,66,12,72,12,66,18
#7B796D,#7B796D,210,174,216,174,210,180
#6D4A34,#6D4A34,450,168,444,174,450,174
#6E6E66,#6E6E66,546,360,552,360,546,366
#624C3F,#624C3F,312,336,306,342,312,342
#6E584A,#6E584A,516,240,510,246,516,246
#4A3C33,#4A3C33,498,366,492,372,498,372
#514640,#514640,258,72,264,72,258,78
#11110F,#11110F,330,438,324,444,330,444
#3E4136,#3E4136,564,282,570,282,564,288
#C9C9BF,#C9C9BF,576,150,570,156,576,156
#321414,#321414,306,420,312,420,306,426
#594A35,#594A35,330,198,324,204,330,204
#AC6B4B,#AC6B4B,324,342,318,348,324,348
#282924,#282924,66,366,60,372,66,372
#684F52,#684F52,48,312,54,312,48,318
#773F42,#773F42,90,348,84,354,90,354
#585953,#585953,12,396,18,396,12,402
#B7B6B4,#B7B6B4,558,84,564,84,558,90
#5A483A,#5A483A,432,192,426,198,432,198
#4F3E34,#4F3E34,336,258,330,264,336,264
#664F3D,#664F3D,486,198,480,204,486,204
#9A9FA5,#9A9FA5,558,18,564,18,558,24
#343331,#343331,174,366,180,366,174,372
#5E5F57,#5E5F57,0,396,6,396,0,402
#A9A9A9,#A9A9A9,594,180,600,180,594,186
#393A34,#393A34,510,402,516,402,510,408
#181715,#181715,234,378,240,378,234,384
#414135,#414135,252,102,246,108,252,108
#C0805D,#C0805D,360,366,366,366,360,372
#EBCDA7,#EBCDA7,420,48,414,54,420,54
#BABBBD,#BABBBD,66,426,60,432,66,432
#7C604B,#7C604B,498,210,492,216,498,216
#635042,#635042,450,306,444,312,450,312
#605551,#605551,162,96,168,96,162,102
#7F8698,#7F8698,258,252,264,252,258,258
#785D4C,#785D4C,492,222,498,222,492,228
#635242,#635242,414,186,420,186,414,192
#4B4D4C,#4B4D4C,138,432,144,432,138,438
#1E1913,#1E1913,516,132,522,132,516,138
#38312B,#38312B,438,102,444,102,438,108
#1A1A18,#1A1A18,432,444,426,450,432,450
#3C312D,#3C312D,102,300,96,306,102,306
#523027,#523027,48,318,54,318,48,324
#4C4743,#4C4743,18,276,12,282,18,282
#4C1415,#4C1415,330,414,324,420,330,420
#45423B,#45423B,6,300,12,300,6,306
#C2C3BE,#C2C3BE,456,90,462,90,456,96
#675042,#675042,324,138,318,144,324,144
#53535F,#53535F,294,276,300,276,294,282
#757366,#757366,264,156,270,156,264,162
#6E584A,#6E584A,420,174,426,174,420,180
#181A19,#181A19,150,378,144,384,150,384
#F4ECDF,#F4ECDF,264,84,258,90,264,90
#34352D,#34352D,0,324,6,324,0,330
#323230,#323230,204,366,210,366,204,372
#837D6F,#837D6F,144,162,138,168,144,168
#574435,#574435,348,276,354,276,348,282
#52462E,#52462E,372,414,366,420,372,420
#37160F,#37160F,354,390,348,396,354,396
#6778A6,#6778A6,366,276,360,282,366,282
#95999A,#95999A,216,258,222,258,216,264
#B3A896,#B3A896,60,72,66,72,60,78
#39392F,#39392F,78,318,84,318,78,324
#B1B5B8,#B1B5B8,504,30,498,36,504,36
#5C5D4F,#5C5D4F,216,12,210,18,216,18
#D6A57D,#D6A57D,366,162,360,168,366,168
#AAACAB,#AAACAB,576,174,570,180,576,180
#6C6658,#6C6658,96,96,102,96,96,102
#201F1D,#201F1D,192,372,198,372,192,378
#5B5D52,#5B5D52,60,438,54,444,60,444
#292823,#292823,378,138,384,138,378,144
#56574F,#56574F,66,438,72,438,66,444
#2F2F2D,#2F2F2D,474,306,480,306,474,312
#694C3E,#694C3E,270,378,264,384,270,384
#1B201C,#1B201C,384,252,378,258,384,258
#BAAF99,#BAAF99,42,78,36,84,42,84
#6C6A5E,#6C6A5E,228,144,222,150,228,150
#F1110,#F1110,426,420,432,420,426,426
#787E9E,#787E9E,300,258,306,258,300,264
#111214,#111214,336,438,330,444,336,444
#92887C,#92887C,84,72,78,78,84,78
#624945,#624945,408,240,402,246,408,246
#A5A7A6,#A5A7A6,48,402,42,408,48,408
#33342E,#33342E,42,366,36,372,42,372
#161511,#161511,510,132,504,138,510,138
#432F24,#432F24,456,222,450,228,456,228
#D0CFCA,#D0CFCA,474,96,480,96,474,102
#FFFFFB,#FFFFFB,180,210,186,210,180,216
#514640,#514640,228,96,234,96,228,102
#FEFFFF,#FEFFFF,0,102,6,102,0,108
#D7A0B3,#D7A0B3,114,222,108,228,114,228
#AB826C,#AB826C,342,444,336,450,342,450
#B5BBC9,#B5BBC9,150,228,144,234,150,234
#332C22,#332C22,516,366,510,372,516,372
#CF6277,#CF6277,162,258,156,264,162,264
#323230,#323230,210,366,204,372,210,372
#252525,#252525,156,444,162,444,156,450
#7A7C79,#7A7C79,60,222,66,222,60,228
#8B7359,#8B7359,6,144,0,150,6,150
#8B4442,#8B4442,90,270,96,270,90,276
#EB6371,#EB6371,156,276,150,282,156,282
#524E45,#524E45,270,12,264,18,270,18
#53554A,#53554A,318,114,312,120,318,120
#AFB0B2,#AFB0B2,534,60,540,60,534,66
#584537,#584537,318,288,324,288,318,294
#702529,#702529,222,366,228,366,222,372
#A2A5AA,#A2A5AA,570,24,576,24,570,30
#F3E9DF,#F3E9DF,6,30,0,36,6,36
#9A8D7C,#9A8D7C,60,24,66,24,60,30
#867E73,#867E73,96,102,90,108,96,108
#F110E,#F110E,276,420,270,426,276,426
#4B4640,#4B4640,12,282,18,282,12,288
#B8B6B7,#B8B6B7,540,24,546,24,540,30
#1F201A,#1F201A,528,114,522,120,528,120
#C9B5B4,#C9B5B4,198,48,192,54,198,54
