#B18970,#B18970,180,270,174,276,180,276
#C7C9C6,#C7C9C6,12,408,6,414,12,414
#383A39,#383A39,234,264,240,264,234,270
#D8B6AC,#D8B6AC,192,36,186,42,192,42
#3F403A,#3F403A,222,210,228,210,222,216
#52534B,#52534B,336,48,342,48,336,54
#958E7E,#958E7E,144,108,138,114,144,114
#2B2821,#2B2821,378,126,384,126,378,132
#B04C4A,#B04C4A,240,30,234,36,240,36
#252523,#252523,282,378,288,378,282,384
#AEA6A4,#AEA6A4,558,168,552,174,558,174
#BBC1D9,#BBC1D9,162,222,156,228,162,228
#BCBDB8,#BCBDB8,486,102,480,108,486,108
#618385,#618385,108,198,114,198,108,204
#8A6753,#8A6753,444,60,438,66,444,66
#312D2A,#312D2A,180,324,174,330,180,330
#65675C,#65675C,276,198,282,198,276,204
#353831,#353831,90,408,84,414,90,414
#77282B,#77282B,234,354,240,354,234,360
#20201E,#20201E,204,348,198,354,204,354
#ADAEB0,#ADAEB0,582,54,576,60,582,60
#8D3740,#8D3740,354,294,360,294,354,300
#3E180F,#3E180F,210,390,204,396,210,396
#6D6F64,#6D6F64,300,114,306,114,300,120
#171918,#171918,450,414,444,420,450,420
#554432,#554432,528,138,522,144,528,144
#322725,#322725,144,354,138,360,144,360
#1B1B19,#1B1B19,138,384,132,390,138,390
#705544,#705544,468,246,474,246,468,252
#9F9482,#9F9482,24,18,30,18,24,24
#817D71,#817D71,102,144,108,144,102,150
#958D80,#958D80,90,78,96,78,90,84
#5E5550,#5E5550,192,108,186,114,192,114
#41463F,#41463F,582,336,576,342,582,342
#4D2420,#4D2420,510,168,504,174,510,174
#888276,#888276,108,108,114,108,108,114
#191814,#191814,522,96,516,102,522,102
#AC5A4C,#AC5A4C,198,72,204,72,198,78
#9B9388,#9B9388,258,126,264,126,258,132
#EDAEB7,#EDAEB7,84,234,78,240,84,240
#787A77,#787A77,18,234,24,234,18,240
#9A9CA8,#9A9CA8,516,0,522,0,516,6
#5C4438,#5C4438,336,288,342,288,336,294
#C4C5C0,#C4C5C0,510,90,504,96,510,96
#28231D,#28231D,444,90,450,90,444,96
#2E2F2A,#2E2F2A,66,444,60,450,66,450
#E2D7C5,#E2D7C5,120,156,126,156,120,162
#6D6D63,#6D6D63,216,198,210,204,216,204
#24231E,#24231E,402,102,396,108,402,108
#A52E34,#A52E34,180,312,174,318,180,318
#A1A3A2,#A1A3A2,570,210,576,210,570,216
#F7F0DE,#F7F0DE,264,108,270,108,264,114
#D1D1C5,#D1D1C5,360,162,354,168,360,168
#8B8279,#8B8279,174,138,168,144,174,144
#AD8482,#AD8482,384,240,390,240,384,246
#6D5749,#6D5749,540,210,534,216,540,216
#B77B7B,#B77B7B,408,246,414,246,408,252
#656B69,#656B69,576,234,582,234,576,240
#B0B2B1,#B0B2B1,582,174,588,174,582,180
#E6505B,#E6505B,192,294,198,294,192,300
#53544E,#53544E,102,438,96,444,102,444
#45483F,#45483F,570,276,564,282,570,282
#E0D9BF,#E0D9BF,42,30,48,30,42,36
#A95048,#A95048,228,42,222,48,228,48
#988E82,#988E82,102,30,108,30,102,36
#76523A,#76523A,456,384,462,384,456,390
#807C70,#807C70,102,162,108,162,102,168
#9195A0,#9195A0,552,0,546,6,552,6
#71695E,#71695E,144,54,138,60,144,60
#272924,#272924,408,126,402,132,408,132
#DDD3BA,#DDD3BA,60,138,54,144,60,144
#A5A7A6,#A5A7A6,594,156,588,162,594,162
#765F4D,#765F4D,456,372,450,378,456,378
#654838,#654838,288,360,282,366,288,366
#CECAC7,#CECAC7,498,42,492,48,498,48
#442219,#442219,474,264,480,264,474,270
#BF998C,#BF998C,210,78,204,84,210,84
#272528,#272528,210,444,216,444,210,450
#74716A,#74716A,282,210,276,216,282,216
#6B5B4C,#6B5B4C,456,114,462,114,456,120
#C9BAA3,#C9BAA3,66,150,72,150,66,156
#E6E4D8,#E6E4D8,282,54,276,60,282,60
#20211C,#20211C,138,348,132,354,138,354
#3F403A,#3F403A,114,300,120,300,114,306
#F0F0D,#F0F0D,276,438,282,438,276,444
#9A7F74,#9A7F74,222,18,216,24,222,24
#DBD0BC,#DBD0BC,54,90,60,90,54,96
#4B4640,#4B4640,12,282,6,288,12,288
#989896,#989896,120,138,126,138,120,144
#5C1616,#5C1616,324,414,318,420,324,420
#B6929C,#B6929C,42,318,48,318,42,324
#131512,#131512,438,402,432,408,438,408
#3E180F,#3E180F,204,390,210,390,204,396
#CC655C,#CC655C,162,270,156,276,162,276
#80624A,#80624A,324,228,330,228,324,234
#4A4436,#4A4436,384,102,390,102,384,108
#762428,#762428,246,354,240,360,246,360
#9E908F,#9E908F,528,270,522,276,528,276
#DCD1BD,#DCD1BD,54,114,60,114,54,120
#6A5D55,#6A5D55,450,258,444,264,450,264
#E46471,#E46471,138,264,132,270,138,270
#BAAF99,#BAAF99,78,144,72,150,78,150
#B2794E,#B2794E,324,336,330,336,324,342
#2F2A24,#2F2A24,552,114,546,120,552,120
#71695E,#71695E,138,54,144,54,138,60
#705544,#705544,492,354,486,360,492,360
#505453,#505453,300,282,294,288,300,288
#854F43,#854F43,456,174,450,180,456,180
#312728,#312728,306,366,312,366,306,372
#40362C,#40362C,420,78,414,84,420,84
#191816,#191816,180,390,174,396,180,396
#979080,#979080,84,60,78,66,84,66
#D3D3D3,#D3D3D3,132,444,138,444,132,450
#5D5F54,#5D5F54,42,438,36,444,42,444
#6F5544,#6F5544,480,384,474,390,480,390
#614B3D,#614B3D,378,198,372,204,378,204
#848D88,#848D88,72,186,78,186,72,192
#5D4B37,#5D4B37,546,312,540,318,546,318
#40453F,#40453F,576,264,570,270,576,270
#21211F,#21211F,144,408,138,414,144,414
#705647,#705647,324,150,318,156,324,156
#453B3A,#453B3A,414,222,420,222,414,228
#515547,#515547,318,66,324,66,318,72
#745A49,#745A49,504,222,498,228,504,228
#9F9385,#9F9385,96,18,102,18,96,24
#3B3B45,#3B3B45,306,252,300,258,306,258
#6C252D,#6C252D,222,384,216,390,222,390
#B9BCC3,#B9BCC3,330,210,324,216,330,216
#2C2C2A,#2C2C2A,216,342,210,348,216,348
#181818,#181818,192,420,186,426,192,426
#AFB0B2,#AFB0B2,564,60,558,66,564,66
#8C887D,#8C887D,252,162,258,162,252,168
#634C3C,#634C3C,504,348,498,354,504,354
#263028,#263028,132,300,126,306,132,306
#1E1E1C,#1E1E1C,192,438,198,438,192,444
#1A1A18,#1A1A18,126,390,132,390,126,396
#948B7C,#948B7C,84,138,90,138,84,144
#696961,#696961,210,216,204,222,210,222
#B9BBC7,#B9BBC7,138,228,132,234,138,234
#2C2C2A,#2C2C2A,210,342,216,342,210,348
#6A6C67,#6A6C67,72,408,78,408,72,414
#5D4C3C,#5D4C3C,372,168,378,168,372,174
#A3A5A4,#A3A5A4,564,168,570,168,564,174
#8B8B89,#8B8B89,18,204,24,204,18,210
#332C24,#332C24,444,360,450,360,444,366
#7F7F7D,#7F7F7D,198,174,192,180,198,180
#CABFA9,#CABFA9,78,120,72,126,78,126
#4B473C,#4B473C,558,324,552,330,558,330
#5F3E37,#5F3E37,102,288,96,294,102,294
#C7C6C4,#C7C6C4,420,6,426,6,420,12
#84817C,#84817C,96,192,90,198,96,198
#503627,#503627,444,162,450,162,444,168
#FEFEFC,#FEFEFC,0,90,6,90,0,96
#79573C,#79573C,342,210,336,216,342,216
#BAB9B7,#BAB9B7,216,42,222,42,216,48
#65503D,#65503D,390,210,396,210,390,216
#A7A8AC,#A7A8AC,462,0,456,6,462,6
#644737,#644737,366,414,360,420,366,420
#6D523D,#6D523D,438,174,432,180,438,180
#85868A,#85868A,564,252,558,258,564,258
#736D5D,#736D5D,258,180,264,180,258,186
#212320,#212320,204,330,210,330,204,336
#B4B5B7,#B4B5B7,528,66,534,66,528,72
#E5767C,#E5767C,126,258,120,264,126,264
#8D7460,#8D7460,480,168,486,168,480,174
#4B1B11,#4B1B11,264,408,258,414,264,414
#A4A6A5,#A4A6A5,564,198,570,198,564,204
#685244,#685244,384,162,390,162,384,168
#847268,#847268,408,24,414,24,408,30
#656259,#656259,228,162,234,162,228,168
#E65961,#E65961,228,300,222,306,228,306
#888A89,#888A89,552,258,558,258,552,264
#696156,#696156,144,66,138,72,144,72
#201F1A,#201F1A,528,156,534,156,528,162
#464741,#464741,558,270,564,270,558,276
#BBBBB9,#BBBBB9,534,30,528,36,534,36
#967C6B,#967C6B,456,180,462,180,456,186
#EEB2AA,#EEB2AA,78,234,72,240,78,240
#636357,#636357,294,78,288,84,294,84
#47443D,#47443D,6,294,12,294,6,300
#B0A895,#B0A895,102,198,108,198,102,204
#B7B7B7,#B7B7B7,576,78,582,78,576,84
#111310,#111310,402,420,408,420,402,426
#4E3B2D,#4E3B2D,390,342,384,348,390,348
#5D452D,#5D452D,402,78,408,78,402,84
#A3A3A3,#A3A3A3,564,204,558,210,564,210
#775D50,#775D50,396,180,390,186,396,186
#DDD7CB,#DDD7CB,348,150,342,156,348,156
#515352,#515352,174,438,180,438,174,444
#A6A7AB,#A6A7AB,570,72,564,78,570,78
#272924,#272924,426,126,420,132,426,132
#4D3D2E,#4D3D2E,396,318,402,318,396,324
#AC9C83,#AC9C83,390,72,396,72,390,78
#CACACA,#CACACA,30,426,24,432,30,432
#9C9489,#9C9489,132,36,126,42,132,42
#353831,#353831,84,408,90,408,84,414
#D5E6FA,#D5E6FA,180,222,174,228,180,228
#CEC3A7,#CEC3A7,246,198,240,204,246,204
#524940,#524940,258,48,264,48,258,54
#68665A,#68665A,228,108,234,108,228,114
#53544C,#53544C,354,12,360,12,354,18
#2F312C,#2F312C,96,318,102,318,96,324
#341814,#341814,288,408,282,414,288,414
#82827A,#82827A,162,198,168,198,162,204
#1E1F1A,#1E1F1A,114,366,120,366,114,372
#20221F,#20221F,138,426,132,432,138,432
#111610,#111610,240,372,246,372,240,378
#644E40,#644E40,378,198,384,198,378,204
#FDFFFE,#FDFFFE,204,216,198,222,204,222
#AFB0B2,#AFB0B2,540,60,534,66,540,66
#4F4842,#4F4842,6,276,0,282,6,282
#555A5D,#555A5D,600,402,594,408,600,408
#DAD0B5,#DAD0B5,48,108,54,108,48,114
#775D4E,#775D4E,390,174,396,174,390,180
#584D47,#584D47,456,102,462,102,456,108
#181A19,#181A19,432,408,438,408,432,414
#6F594B,#6F594B,384,78,378,84,384,84
#5C1A1C,#5C1A1C,324,378,330,378,324,384
#9D5950,#9D5950,186,60,192,60,186,66
#544B46,#544B46,258,42,264,42,258,48
#6C5A4C,#6C5A4C,552,168,546,174,552,174
#3A3B35,#3A3B35,582,432,576,438,582,438
#43362D,#43362D,360,438,354,444,360,444
#1D1D1B,#1D1D1B,126,378,132,378,126,384
#191611,#191611,510,108,504,114,510,114
#8D7F7C,#8D7F7C,516,252,522,252,516,258
#5F4E47,#5F4E47,240,36,246,36,240,42
#A39789,#A39789,102,6,96,12,102,12
#161817,#161817,438,402,444,402,438,408
#888886,#888886,564,258,558,264,564,264
#52534B,#52534B,96,432,90,438,96,438
#121814,#121814,408,384,414,384,408,390
#4D5045,#4D5045,360,18,366,18,360,24
#5A4A3B,#5A4A3B,468,306,474,306,468,312
#7C6150,#7C6150,480,162,486,162,480,168
#B1B2B6,#B1B2B6,504,24,510,24,504,30
#A3A5A4,#A3A5A4,570,168,564,174,570,174
#857F73,#857F73,264,168,258,174,264,174
#2D2E26,#2D2E26,24,336,30,336,24,342
#8C8477,#8C8477,96,84,90,90,96,90
#982F33,#982F33,264,336,270,336,264,342
#7F7B6F,#7F7B6F,114,114,108,120,114,120
#CDA397,#CDA397,204,66,210,66,204,72
#948878,#948878,60,36,66,36,60,42
#907D77,#907D77,504,288,498,294,504,294
#E7E5CE,#E7E5CE,276,114,282,114,276,120
#52534B,#52534B,90,432,96,432,90,438
#543E30,#543E30,246,402,240,408,246,408
#252523,#252523,162,324,156,330,162,330
#DDD3B8,#DDD3B8,66,102,72,102,66,108
#89857A,#89857A,552,234,546,240,552,240
#615545,#615545,384,102,378,108,384,108
#111111,#111111,402,420,396,426,402,426
#6D1B1D,#6D1B1D,330,354,324,360,330,360
#6C5746,#6C5746,396,150,390,156,396,156
#53544C,#53544C,360,12,354,18,360,18
#989187,#989187,174,114,168,120,174,120
#FFC6C6,#FFC6C6,90,240,84,246,90,246
#92948F,#92948F,72,432,66,438,72,438
#848074,#848074,216,162,210,168,216,168
#372519,#372519,228,438,222,444,228,444
#88817B,#88817B,108,180,102,186,108,186
#584234,#584234,276,372,282,372,276,378
#3B3F3E,#3B3F3E,588,318,594,318,588,324
#A89B92,#A89B92,480,186,486,186,480,192
#D7D0B6,#D7D0B6,276,144,270,150,276,150
#9F3B43,#9F3B43,408,312,414,312,408,318
#C77685,#C77685,102,240,108,240,102,246
#DA7885,#DA7885,102,258,96,264,102,264
#AF584F,#AF584F,204,42,198,48,204,48
#B7ADA3,#B7ADA3,492,132,498,132,492,138
#30242E,#30242E,378,282,372,288,378,288
#A09583,#A09583,60,30,54,36,60,36
#363731,#363731,594,432,600,432,594,438
#8D857A,#8D857A,138,48,132,54,138,54
#C2C1BF,#C2C1BF,468,60,462,66,468,66
#D4CEB6,#D4CEB6,276,132,270,138,276,138
#ABABA9,#ABABA9,12,372,6,378,12,378
#583B29,#583B29,456,216,462,216,456,222
#908F8A,#908F8A,18,378,24,378,18,384
#9CA3AB,#9CA3AB,588,6,594,6,588,12
#2F302A,#2F302A,504,402,498,408,504,408
#7A7C79,#7A7C79,66,222,60,228,66,228
#634B41,#634B41,486,156,492,156,486,162
#D9D2CC,#D9D2CC,366,66,372,66,366,72
#ABABA9,#ABABA9,6,372,12,372,6,378
#6A3A38,#6A3A38,78,342,72,348,78,348
#43362D,#43362D,354,438,360,438,354,444
#F1911,#F1911,288,396,282,402,288,402
#A5A6A1,#A5A6A1,528,228,522,234,528,234
#B2B3B5,#B2B3B5,558,54,552,60,558,60
#F6F6FE,#F6F6FE,264,258,258,264,264,264
#501819,#501819,324,390,330,390,324,396
#5D534A,#5D534A,240,0,246,0,240,6
#2E2E26,#2E2E26,6,336,0,342,6,342
#282722,#282722,390,84,396,84,390,90
#DCD6BE,#DCD6BE,66,102,60,108,66,108
#CDCBBF,#CDCBBF,348,180,342,186,348,186
#E9E0C3,#E9E0C3,66,90,72,90,66,96
#BEB4AB,#BEB4AB,474,132,480,132,474,138
#654E40,#654E40,534,192,540,192,534,198
#262722,#262722,156,336,150,342,156,342
#191917,#191917,156,390,162,390,156,396
#22231E,#22231E,480,438,474,444,480,444
#181816,#181816,570,444,576,444,570,450
#E4C78F,#E4C78F,462,204,456,210,462,210
#41433E,#41433E,48,300,42,306,48,306
#2E2F29,#2E2F29,522,432,528,432,522,438
#B88864,#B88864,450,438,456,438,450,444
#141412,#141412,252,432,246,438,252,438
#A24442,#A24442,282,414,276,420,282,420
#100F0D,#100F0D,450,342,456,342,450,348
#665647,#665647,414,114,420,114,414,120
#5D4B49,#5D4B49,384,216,378,222,384,222
#752629,#752629,228,360,222,366,228,366
#21211F,#21211F,186,330,192,330,186,336
#C0C0B6,#C0C0B6,342,186,336,192,342,192
#252620,#252620,108,312,114,312,108,318
#4C4D48,#4C4D48,234,72,228,78,234,78
#98A6C3,#98A6C3,270,246,264,252,270,252
#B7AB9B,#B7AB9B,6,18,12,18,6,24
#81624E,#81624E,474,378,480,378,474,384
#767467,#767467,264,192,258,198,264,198
#D3D3D3,#D3D3D3,138,444,132,450,138,450
#D4CEC2,#D4CEC2,384,72,390,72,384,78
#47443D,#47443D,576,408,570,414,576,414
#161614,#161614,210,426,204,432,210,432
#442B24,#442B24,66,330,72,330,66,336
#786352,#786352,414,162,420,162,414,168
#96968C,#96968C,564,342,570,342,564,348
#43463F,#43463F,570,264,564,270,570,270
#D799A6,#D799A6,108,222,102,228,108,228
#D5AA7F,#D5AA7F,306,282,300,288,306,288
#141412,#141412,204,414,198,420,204,420
#422F29,#422F29,126,354,120,360,126,360
#D39598,#D39598,54,306,60,306,54,312
#584A3D,#584A3D,402,144,408,144,402,150
#F9EFE3,#F9EFE3,264,108,258,114,264,114
#20221F,#20221F,168,426,174,426,168,432
#6A5544,#6A5544,420,360,426,360,420,366
#888177,#888177,108,150,114,150,108,156
#DDDBCF,#DDDBCF,342,144,348,144,342,150
#D24950,#D24950,336,312,342,312,336,318
#ECCBDE,#ECCBDE,120,210,126,210,120,216
#7F3F3F,#7F3F3F,90,282,96,282,90,288
#665454,#665454,108,282,114,282,108,288
#EE727C,#EE727C,228,282,222,288,228,288
#787468,#787468,252,168,246,174,252,174
#20221D,#20221D,102,384,96,390,102,390
#25221D,#25221D,414,258,408,264,414,264
#634A34,#634A34,438,168,432,174,438,174
#543D2D,#543D2D,348,432,354,432,348,438
#EEA37C,#EEA37C,324,342,330,342,324,348
#787882,#787882,264,258,270,258,264,264
#FFFEFF,#FFFEFF,24,90,18,96,24,96
#808988,#808988,60,234,66,234,60,240
#846E59,#846E59,552,204,546,210,552,210
#8A8E97,#8A8E97,192,216,186,222,192,222
#696768,#696768,54,192,60,192,54,198
#EE8291,#EE8291,204,258,210,258,204,264
#5C5040,#5C5040,342,126,348,126,342,132
#D38271,#D38271,192,276,198,276,192,282
#2B2C27,#2B2C27,486,420,480,426,486,426
#434844,#434844,582,324,588,324,582,330
#E6DFC5,#E6DFC5,66,114,60,120,66,120
#7E624D,#7E624D,498,312,504,312,498,318
#C78798,#C78798,96,228,90,234,96,234
#CB8482,#CB8482,162,12,168,12,162,18
#5E534F,#5E534F,174,96,168,102,174,102
#A0A2A1,#A0A2A1,600,168,594,174,600,174
#B55D51,#B55D51,180,42,186,42,180,48
#B0AFB4,#B0AFB4,438,0,432,6,438,6
#9D8E8B,#9D8E8B,522,282,528,282,522,288
#8E8679,#8E8679,102,66,108,66,102,72
#D1616D,#D1616D,114,264,120,264,114,270
#C1BFC0,#C1BFC0,492,54,498,54,492,60
#E6DFC3,#E6DFC3,120,180,126,180,120,186
#1F201A,#1F201A,96,360,102,360,96,366
#2F2F2D,#2F2F2D,480,306,474,312,480,312
#EAE8DB,#EAE8DB,204,144,210,144,204,150
#C39295,#C39295,384,222,378,228,384,228
#1C1914,#1C1914,534,102,528,108,534,108
#7C6251,#7C6251,546,264,540,270,546,270
#121713,#121713,414,396,408,402,414,402
#2D2C28,#2D2C28,168,318,174,318,168,324
#855551,#855551,228,48,234,48,228,54
#7D6C64,#7D6C64,156,30,162,30,156,36
#4A4740,#4A4740,18,288,24,288,18,294
#CE474B,#CE474B,246,324,252,324,246,330
#D9D4CE,#D9D4CE,354,66,360,66,354,72
#FFFEFF,#FFFEFF,252,234,246,240,252,240
#493D2F,#493D2F,456,240,450,246,456,246
#C0BEC1,#C0BEC1,474,48,468,54,474,54
#2F302A,#2F302A,498,402,504,402,498,408
#2E302B,#2E302B,60,372,66,372,60,378
#90837A,#90837A,144,18,138,24,144,24
#7E5D58,#7E5D58,54,318,60,318,54,324
#5E4735,#5E4735,462,204,468,204,462,210
#565853,#565853,60,408,66,408,60,414
#A09885,#A09885,54,42,48,48,54,48
#2F261F,#2F261F,384,288,378,294,384,294
#ABADAA,#ABADAA,582,156,576,162,582,162
#141213,#141213,276,390,270,396,276,396
#B9BBB6,#B9BBB6,588,144,582,150,588,150
#DFD4BE,#DFD4BE,126,162,132,162,126,168
#4F3E34,#4F3E34,330,258,336,258,330,264
#AEB0AD,#AEB0AD,534,78,540,78,534,84
#E9C799,#E9C799,366,156,360,162,366,162
#D2CDB7,#D2CDB7,276,108,282,108,276,114
#C0BFBA,#C0BFBA,450,192,444,198,450,198
#FAA3AB,#FAA3AB,90,246,96,246,90,252
#6E6B62,#6E6B62,246,126,240,132,246,132
#A8373D,#A8373D,336,300,342,300,336,306
#D9CDB3,#D9CDB3,48,132,42,138,48,138
#736971,#736971,60,174,66,174,60,180
#564F45,#564F45,474,312,468,318,474,318
#78765D,#78765D,582,300,588,300,582,306
#4C3A2E,#4C3A2E,402,288,396,294,402,294
#695443,#695443,438,342,444,342,438,348
#60493B,#60493B,408,282,414,282,408,288
#D54952,#D54952,252,294,246,300,252,300
#53544E,#53544E,96,426,90,432,96,432
#6C5648,#6C5648,438,336,444,336,438,342
#68513F,#68513F,516,372,510,378,516,378
#905E47,#905E47,252,378,246,384,252,384
#564639,#564639,360,270,354,276,360,276
#69472C,#69472C,222,426,228,426,222,432
#534031,#534031,402,294,396,300,402,300
#90949F,#90949F,588,24,582,30,588,30
#7E7E7C,#7E7E7C,18,426,24,426,18,432
#665042,#665042,438,336,432,342,438,342
#72181A,#72181A,354,348,348,354,354,354
#B7B8B3,#B7B8B3,570,144,576,144,570,150
#261818,#261818,126,366,120,372,126,372
#C9CBC6,#C9CBC6,486,66,492,66,486,72
#1F1F1D,#1F1F1D,180,342,186,342,180,348
#434037,#434037,6,360,0,366,6,366
#C1C3C2,#C1C3C2,504,66,510,66,504,72
#9A8D7C,#9A8D7C,66,24,60,30,66,30
#ACA090,#ACA090,84,36,78,42,84,42
#8D6855,#8D6855,498,204,492,210,498,210
#A2A4A3,#A2A4A3,588,204,582,210,588,210
#969799,#969799,102,210,96,216,102,216
#604D3E,#604D3E,384,144,390,144,384,150
#6B5B4C,#6B5B4C,462,114,456,120,462,120
#2D2F2A,#2D2F2A,90,396,96,396,90,402
#2E2F29,#2E2F29,516,414,510,420,516,420
#343530,#343530,132,330,138,330,132,336
#252620,#252620,114,312,108,318,114,318
#311C19,#311C19,204,384,198,390,204,390
#C38B68,#C38B68,372,330,366,336,372,336
#E4DFCC,#E4DFCC,36,60,30,66,36,66
#514343,#514343,360,246,366,246,360,252
#FFDBD3,#FFDBD3,180,30,186,30,180,36
#F1FBFA,#F1FBFA,240,234,234,240,240,240
#F9BA85,#F9BA85,78,246,72,252,78,252
#30271E,#30271E,444,36,450,36,444,42
#5C514D,#5C514D,198,84,192,90,198,90
#7C373A,#7C373A,84,324,90,324,84,330
#534F46,#534F46,504,348,510,348,504,354
#757670,#757670,0,420,6,420,0,426
#852B2B,#852B2B,180,384,174,390,180,390
#C28595,#C28595,90,228,84,234,90,234
#21201B,#21201B,426,150,420,156,426,156
#948977,#948977,60,30,66,30,60,36
#AB9E8B,#AB9E8B,42,60,48,60,42,66
#22231B,#22231B,252,366,246,372,252,372
#BCBDC2,#BCBDC2,174,240,180,240,174,246
#92897A,#92897A,30,102,36,102,30,108
#616159,#616159,276,204,270,210,276,210
#E2505B,#E2505B,192,294,186,300,192,300
#6F584A,#6F584A,408,180,402,186,408,186
#A3A4A6,#A3A4A6,546,18,540,24,546,24
#E46471,#E46471,132,264,138,264,132,270
#E0E0C,#E0E0C,462,348,456,354,462,354
#34352F,#34352F,66,396,60,402,66,402
#521719,#521719,330,384,336,384,330,390
#5A3C34,#5A3C34,534,144,540,144,534,150
#7E6151,#7E6151,540,270,546,270,540,276
#6B5B4B,#6B5B4B,456,102,450,108,456,108
#8C8E8B,#8C8E8B,42,228,48,228,42,234
#A19585,#A19585,84,48,78,54,84,54
#D6D5D3,#D6D5D3,396,18,390,24,396,24
#372D24,#372D24,408,90,402,96,408,96
#B76B6D,#B76B6D,96,348,102,348,96,354
#969799,#969799,96,210,102,210,96,216
#40423F,#40423F,594,360,600,360,594,366
#968E83,#968E83,132,42,126,48,132,48
#8B8579,#8B8579,168,150,162,156,168,156
#A49494,#A49494,528,276,522,282,528,282
#BDBDBF,#BDBDBF,252,258,246,264,252,264
#2A2424,#2A2424,564,144,558,150,564,150
#7D7B6F,#7D7B6F,96,156,102,156,96,162
#E6DFD9,#E6DFD9,384,0,378,6,384,6
#9195A0,#9195A0,546,0,552,0,546,6
#63645C,#63645C,300,108,294,114,300,114
#BAB3A1,#BAB3A1,30,0,36,0,30,6
#B2B1AF,#B2B1AF,252,228,246,234,252,234
#352C25,#352C25,480,360,474,366,480,366
#221713,#221713,546,372,552,372,546,378
#725744,#725744,438,372,444,372,438,378
#828481,#828481,42,192,36,198,42,198
#330900,#330900,348,426,342,432,348,432
#FFA5AA,#FFA5AA,114,252,108,258,114,258
#A9AAAE,#A9AAAE,594,72,600,72,594,78
#52483F,#52483F,492,300,486,306,492,306
#2C2220,#2C2220,192,324,198,324,192,330
#CB9E77,#CB9E77,354,192,360,192,354,198
#10100E,#10100E,264,426,270,426,264,432
#68655E,#68655E,570,366,576,366,570,372
#5B1F1F,#5B1F1F,240,324,246,324,240,330
#795C4A,#795C4A,486,342,492,342,486,348
#866556,#866556,528,372,522,378,528,378
#792022,#792022,324,354,318,360,324,360
#120703,#120703,222,438,216,444,222,444
#49292C,#49292C,426,306,420,312,426,312
#906049,#906049,234,402,240,402,234,408
#89857C,#89857C,252,96,258,96,252,102
#706E62,#706E62,222,138,228,138,222,144
#443A2E,#443A2E,480,138,486,138,480,144
#979394,#979394,210,312,216,312,210,318
#141412,#141412,210,426,216,426,210,432
#834643,#834643,90,270,84,276,90,276
#DA7E89,#DA7E89,102,246,96,252,102,252
#FFD5A9,#FFD5A9,72,246,66,252,72,252
#684B3B,#684B3B,288,348,294,348,288,354
#181A19,#181A19,450,402,444,408,450,408
#65675C,#65675C,282,198,276,204,282,204
#B14E48,#B14E48,210,72,204,78,210,78
#453526,#453526,420,60,414,66,420,66
#684839,#684839,306,330,312,330,306,336
#D5D6D1,#D5D6D1,384,12,390,12,384,18
#1A1A18,#1A1A18,138,390,132,396,138,396
#332C24,#332C24,450,360,444,366,450,366
#52534B,#52534B,42,432,36,438,42,438
#99313A,#99313A,120,360,126,360,120,366
#4C5655,#4C5655,576,300,582,300,576,306
#DDD3D2,#DDD3D2,354,78,348,84,354,84
#593F32,#593F32,378,378,372,384,378,384
#332B1E,#332B1E,414,72,420,72,414,78
#1E1F1A,#1E1F1A,108,378,102,384,108,384
#514745,#514745,6,270,12,270,6,276
#746550,#746550,372,120,366,126,372,126
