#1F1E1C,#1F1E1C,444,114,450,114,444,120
#68483B,#68483B,288,348,282,354,288,354
#7B5B44,#7B5B44,468,426,462,432,468,432
#946E59,#946E59,528,126,534,126,528,132
#452018,#452018,480,264,486,264,480,270
#968A7A,#968A7A,24,54,18,60,24,60
#5D5F54,#5D5F54,48,438,54,438,48,444
#A59A84,#A59A84,24,120,18,126,24,126
#9B9585,#9B9585,294,132,288,138,294,138
#B0A494,#B0A494,0,66,6,66,0,72
#5E5A4F,#5E5A4F,162,108,168,108,162,114
#584F4A,#584F4A,204,96,198,102,204,102
#A08981,#A08981,492,276,486,282,492,282
#4E2923,#4E2923,480,162,474,168,480,168
#181712,#181712,540,96,546,96,540,102
#856954,#856954,534,144,528,150,534,150
#DF5258,#DF5258,264,318,270,318,264,324
#624839,#624839,276,372,270,378,276,378
#5B524D,#5B524D,180,114,174,120,180,120
#D55762,#D55762,216,276,210,282,216,282
#5B5E53,#5B5E53,282,174,288,174,282,180
#353630,#353630,102,336,108,336,102,342
#5A5B55,#5A5B55,210,210,216,210,210,216
#121210,#121210,336,432,330,438,336,438
#F5F0EA,#F5F0EA,270,12,276,12,270,18
#4E4040,#4E4040,432,246,426,252,432,252
#868883,#868883,72,210,66,216,72,216
#C2B7A3,#C2B7A3,120,18,114,24,120,24
#675A47,#675A47,72,180,66,186,72,186
#747570,#747570,42,384,48,384,42,390
#806550,#806550,540,192,546,192,540,198
#262722,#262722,390,126,384,132,390,132
#444341,#444341,582,240,576,246,582,246
#898B88,#898B88,72,210,78,210,72,216
#585246,#585246,528,246,522,252,528,252
#21221D,#21221D,132,342,138,342,132,348
#1F1F1D,#1F1F1D,186,342,180,348,186,348
#8C8783,#8C8783,126,192,120,198,126,198
#7F7D70,#7F7D70,96,162,102,162,96,168
#534A45,#534A45,234,90,228,96,234,96
#B1B2AD,#B1B2AD,492,120,498,120,492,126
#6E553F,#6E553F,456,444,450,450,456,450
#54595C,#54595C,588,390,582,396,588,396
#11110F,#11110F,294,444,288,450,294,450
#726B61,#726B61,114,162,120,162,114,168
#A17453,#A17453,456,432,462,432,456,438
#8E908B,#8E908B,6,204,12,204,6,210
#A08864,#A08864,468,390,462,396,468,396
#989586,#989586,48,60,54,60,48,66
#483E34,#483E34,540,174,534,180,540,180
#181816,#181816,156,402,150,408,156,408
#534E48,#534E48,384,240,378,246,384,246
#39221C,#39221C,558,390,552,396,558,396
#26211D,#26211D,126,348,132,348,126,354
#C1C3C0,#C1C3C0,12,420,18,420,12,426
#27231A,#27231A,438,90,432,96,438,96
#5C514D,#5C514D,192,84,198,84,192,90
#67695C,#67695C,288,150,294,150,288,156
#63635B,#63635B,288,72,294,72,288,78
#B1A191,#B1A191,48,18,54,18,48,24
#4B3B3B,#4B3B3B,384,246,378,252,384,252
#62483B,#62483B,330,294,324,300,330,300
#CF4B58,#CF4B58,264,288,258,294,264,294
#876853,#876853,456,378,462,378,456,384
#792228,#792228,360,348,354,354,360,354
#7E7B6C,#7E7B6C,252,186,258,186,252,192
#4A4138,#4A4138,540,306,546,306,540,312
#BBBCBE,#BBBCBE,486,36,480,42,486,42
#91676B,#91676B,342,222,348,222,342,228
#574134,#574134,306,306,312,306,306,312
#34352F,#34352F,534,438,540,438,534,444
#B7B9B6,#B7B9B6,54,426,60,426,54,432
#A9A397,#A9A397,60,66,54,72,60,72
#765C4D,#765C4D,450,312,456,312,450,318
#1A1511,#1A1511,522,156,516,162,522,162
#DCD7D1,#DCD7D1,384,36,390,36,384,42
#F7FFFF,#F7FFFF,210,228,204,234,210,234
#61463B,#61463B,330,288,336,288,330,294
#8F8F9B,#8F8F9B,570,0,576,0,570,6
#675143,#675143,390,150,384,156,390,156
#D7D3D0,#D7D3D0,468,54,462,60,468,60
#4F5555,#4F5555,600,324,594,330,600,330
#A2A5AA,#A2A5AA,504,6,498,12,504,12
#CCC7C1,#CCC7C1,564,150,570,150,564,156
#715746,#715746,504,222,510,222,504,228
#1D1A15,#1D1A15,516,114,510,120,516,120
#65605C,#65605C,186,204,192,204,186,210
#494641,#494641,30,294,24,300,30,300
#DBD1D2,#DBD1D2,354,84,348,90,354,90
#838578,#838578,294,0,288,6,294,6
#46473F,#46473F,570,288,576,288,570,294
#47443D,#47443D,570,408,576,408,570,414
#151513,#151513,246,438,252,438,246,444
#5B5C54,#5B5C54,342,66,336,72,342,72
#BCBBC1,#BCBBC1,198,240,192,246,198,246
#5F3536,#5F3536,138,300,132,306,138,306
#191917,#191917,186,420,180,426,186,426
#F0F0F,#F0F0F,450,396,444,402,450,402
#44433E,#44433E,354,216,360,216,354,222
#676862,#676862,300,138,306,138,300,144
#8E644C,#8E644C,444,216,438,222,444,222
#FFFFFF,#FFFFFF,18,84,12,90,18,90
#A59A84,#A59A84,18,120,24,120,18,126
#625141,#625141,378,186,384,186,378,192
#B7BACB,#B7BACB,150,222,156,222,150,228
#592531,#592531,396,342,402,342,396,348
#4B322E,#4B322E,540,372,534,378,540,378
#695647,#695647,414,150,408,156,414,156
#BCB0A4,#BCB0A4,0,42,6,42,0,48
#61625C,#61625C,78,444,84,444,78,450
#262521,#262521,408,42,414,42,408,48
#B4A7A1,#B4A7A1,240,66,246,66,240,72
#A4A7AC,#A4A7AC,192,222,186,228,192,228
#22231D,#22231D,66,354,60,360,66,360
#1E1E1E,#1E1E1E,168,420,162,426,168,426
#6B675E,#6B675E,288,84,282,90,288,90
#E04E58,#E04E58,228,288,222,294,228,294
#55584D,#55584D,318,84,324,84,318,90
#1C1B17,#1C1B17,534,96,528,102,534,102
#595951,#595951,186,198,180,204,186,204
#62403E,#62403E,60,282,66,282,60,288
#665042,#665042,372,162,378,162,372,168
#544B46,#544B46,252,36,258,36,252,42
#858784,#858784,60,222,54,228,60,228
#270E0A,#270E0A,510,258,504,264,510,264
#241512,#241512,372,420,378,420,372,426
#BA8960,#BA8960,468,414,462,420,468,420
#212322,#212322,438,144,444,144,438,150
#412321,#412321,222,390,228,390,222,396
#938A79,#938A79,78,90,72,96,78,96
#3D2E2B,#3D2E2B,486,252,492,252,486,258
#60564D,#60564D,180,78,174,84,180,84
#A79F92,#A79F92,312,0,306,6,312,6
#D3A373,#D3A373,324,246,330,246,324,252
#2F3028,#2F3028,408,96,402,102,408,102
#594635,#594635,456,132,450,138,456,138
#595D5E,#595D5E,588,246,582,252,588,252
#857E76,#857E76,300,12,294,18,300,18
#ACA18F,#ACA18F,72,12,78,12,72,18
#A1A5AE,#A1A5AE,588,30,582,36,588,36
#29261F,#29261F,552,108,546,114,552,114
#BAB1A0,#BAB1A0,60,0,54,6,60,6
#735D4F,#735D4F,408,162,402,168,408,168
#A5A5A5,#A5A5A5,558,210,552,216,558,216
#7A736B,#7A736B,90,186,96,186,90,192
#74766B,#74766B,576,372,582,372,576,378
#1B1A15,#1B1A15,516,90,522,90,516,96
#654F41,#654F41,414,210,420,210,414,216
#553E30,#553E30,258,372,264,372,258,378
#232520,#232520,84,384,90,384,84,390
#B6BDC7,#B6BDC7,186,234,192,234,186,240
#141615,#141615,432,396,426,402,432,402
#D1B99D,#D1B99D,450,204,444,210,450,210
#523C2F,#523C2F,396,300,390,306,396,306
#A4A4A4,#A4A4A4,558,204,552,210,558,210
#67695C,#67695C,294,150,288,156,294,156
#EAB4CE,#EAB4CE,126,222,132,222,126,228
#D9B382,#D9B382,462,186,456,192,462,192
#4F2320,#4F2320,498,180,492,186,498,186
#522F2D,#522F2D,144,294,150,294,144,300
#524944,#524944,252,54,258,54,252,60
#D9D6CD,#D9D6CD,330,168,336,168,330,174
#B9BBBA,#B9BBBA,60,414,66,414,60,420
#3B2B2C,#3B2B2C,426,252,420,258,426,258
#55473A,#55473A,24,144,18,150,24,150
#D5D6D0,#D5D6D0,426,0,420,6,426,6
#54595C,#54595C,582,390,588,390,582,396
#40433C,#40433C,570,252,576,252,570,258
#FFFFFF,#FFFFFF,168,120,162,126,168,126
#4C4C4A,#4C4C4A,54,372,48,378,54,378
#F8FBE8,#F8FBE8,318,120,324,120,318,126
#D7A0B3,#D7A0B3,108,222,114,222,108,228
#706760,#706760,162,42,156,48,162,48
#50564A,#50564A,336,96,330,102,336,102
#4D5154,#4D5154,588,294,582,300,588,300
#E3EAE3,#E3EAE3,192,18,186,24,192,24
#BFB3A5,#BFB3A5,126,60,132,60,126,66
#4E4540,#4E4540,264,48,270,48,264,54
#272C2F,#272C2F,384,432,390,432,384,438
#626669,#626669,516,336,522,336,516,342
#584131,#584131,396,318,390,324,396,324
#301814,#301814,330,330,324,336,330,336
#6B675C,#6B675C,312,24,318,24,312,30
#968C80,#968C80,84,66,78,72,84,72
#82847F,#82847F,24,228,18,234,24,234
#2E2925,#2E2925,150,306,144,312,150,312
#7B4E62,#7B4E62,366,282,360,288,366,288
#765F57,#765F57,204,84,210,84,204,90
#FDF5E8,#FDF5E8,276,78,270,84,276,84
#342B24,#342B24,96,324,90,330,96,330
#C2B69E,#C2B69E,84,108,78,114,84,114
#10100E,#10100E,294,390,288,396,294,396
#64635E,#64635E,186,192,192,192,186,198
#82847F,#82847F,18,228,24,228,18,234
#1B1B19,#1B1B19,162,414,156,420,162,420
#5D544B,#5D544B,180,72,186,72,180,78
#785C46,#785C46,480,204,486,204,480,210
#A77B78,#A77B78,360,234,366,234,360,240
#3B2B2C,#3B2B2C,420,252,426,252,420,258
#55473A,#55473A,18,144,24,144,18,150
#49463F,#49463F,144,180,150,180,144,186
#23241E,#23241E,66,348,72,348,66,354
#181816,#181816,150,390,156,390,150,396
#CE525C,#CE525C,144,276,150,276,144,282
#1F1F1D,#1F1F1D,240,366,234,372,240,372
#888276,#888276,114,108,108,114,114,114
#1F1E1A,#1F1E1A,462,354,468,354,462,360
#ACADB1,#ACADB1,582,66,576,72,582,72
#979797,#979797,564,240,558,246,564,246
#252420,#252420,156,318,162,318,156,324
#655244,#655244,480,174,486,174,480,180
#746C61,#746C61,150,30,156,30,150,36
#7D4341,#7D4341,90,282,84,288,90,288
#27221C,#27221C,522,144,516,150,522,150
#636357,#636357,282,66,288,66,282,72
#888276,#888276,96,132,90,138,96,138
#DC4C55,#DC4C55,282,306,276,312,282,312
#A0A4AD,#A0A4AD,492,0,486,6,492,6
#4B382A,#4B382A,456,222,462,222,456,228
#D9DAD5,#D9DAD5,390,24,384,30,390,30
#ABABAD,#ABABAD,594,156,600,156,594,162
#524A47,#524A47,24,264,18,270,24,270
#FFFFFF,#FFFFFF,24,72,18,78,24,78
#BDBBBC,#BDBBBC,492,60,486,66,492,66
#4F4A44,#4F4A44,510,390,504,396,510,396
#7F7262,#7F7262,150,198,156,198,150,204
#8A887C,#8A887C,114,156,108,162,114,162
#54544A,#54544A,306,36,300,42,306,42
#FEFFFD,#FEFFFD,42,306,36,312,42,312
#8C909B,#8C909B,594,42,588,48,594,48
#161614,#161614,204,426,210,426,204,432
#3F2622,#3F2622,462,168,456,174,462,174
#404241,#404241,528,306,534,306,528,312
#36372F,#36372F,12,324,6,330,12,330
#D1CBB5,#D1CBB5,60,150,54,156,60,156
#2B2622,#2B2622,384,270,378,276,384,276
#332A23,#332A23,432,18,438,18,432,24
#493B32,#493B32,426,336,420,342,426,342
#ABACAE,#ABACAE,540,18,534,24,540,24
#77614C,#77614C,534,174,528,180,534,180
#654F41,#654F41,384,204,378,210,384,210
#5C6164,#5C6164,594,354,600,354,594,360
#75141B,#75141B,258,408,252,414,258,414
#827B71,#827B71,144,120,150,120,144,126
#E5C191,#E5C191,360,84,354,90,360,90
#7A2A2D,#7A2A2D,234,348,240,348,234,354
#655C53,#655C53,156,72,162,72,156,78
#20201E,#20201E,186,348,180,354,186,354
#222421,#222421,138,408,132,414,138,414
#30291F,#30291F,444,24,450,24,444,30
#31322A,#31322A,6,348,0,354,6,354
#D07D8F,#D07D8F,138,246,144,246,138,252
#C8C3BD,#C8C3BD,468,114,462,120,468,120
#9C9582,#9C9582,216,156,210,162,216,162
#6F584A,#6F584A,216,6,222,6,216,12
#604941,#604941,60,264,54,270,60,270
#5E554C,#5E554C,180,78,186,78,180,84
#A75764,#A75764,240,228,246,228,240,234
#363837,#363837,126,438,132,438,126,444
#66635A,#66635A,306,60,312,60,306,66
#6C655D,#6C655D,12,168,18,168,12,174
#8E909C,#8E909C,600,30,594,36,600,36
#AA9D97,#AA9D97,522,294,528,294,522,300
#C94048,#C94048,288,300,282,306,288,306
#776F64,#776F64,156,24,150,30,156,30
#1F211E,#1F211E,108,390,102,396,108,396
#3C231E,#3C231E,150,366,156,366,150,372
#766D66,#766D66,438,246,444,246,438,252
#2E2E26,#2E2E26,102,312,96,318,102,318
#95897B,#95897B,6,60,12,60,6,66
#202221,#202221,156,432,162,432,156,438
#1D1F1E,#1D1F1E,204,432,210,432,204,438
#9F9482,#9F9482,18,30,12,36,18,36
#D2303B,#D2303B,330,324,324,330,330,330
#B3A799,#B3A799,0,60,6,60,0,66
#191917,#191917,138,396,144,396,138,402
#B1B2B4,#B1B2B4,576,72,570,78,576,78
#17120C,#17120C,288,372,282,378,288,378
#B3A896,#B3A896,72,30,78,30,72,36
#36181A,#36181A,312,420,318,420,312,426
#D48B9E,#D48B9E,138,240,144,240,138,246
#A08D87,#A08D87,510,282,516,282,510,288
#7C6054,#7C6054,426,84,432,84,426,90
#433F36,#433F36,510,360,516,360,510,366
#9C917F,#9C917F,30,30,24,36,30,36
#8F8675,#8F8675,114,54,108,60,114,60
#353631,#353631,102,426,108,426,102,432
#978D81,#978D81,96,60,90,66,96,66
#989A99,#989A99,558,228,564,228,558,234
#505A52,#505A52,552,390,546,396,552,396
#A07A65,#A07A65,540,132,534,138,540,138
#1B1D1A,#1B1D1A,396,402,402,402,396,408
#A3A5A4,#A3A5A4,54,402,48,408,54,408
#ACB7D3,#ACB7D3,246,240,240,246,246,246
#4D5154,#4D5154,582,294,588,294,582,300
#9699A2,#9699A2,600,36,594,42,600,42
#1F1F1D,#1F1F1D,192,366,198,366,192,372
#624C3E,#624C3E,372,156,378,156,372,162
#7D7369,#7D7369,438,240,444,240,438,246
#141412,#141412,282,444,288,444,282,450
#473930,#473930,336,252,330,258,336,258
#5A4331,#5A4331,414,30,408,36,414,36
#765B46,#765B46,534,186,540,186,534,192
#171612,#171612,552,150,558,150,552,156
#9397A0,#9397A0,558,12,564,12,558,18
#B8B8B6,#B8B8B6,480,126,474,132,480,132
#9C9E9D,#9C9E9D,558,222,552,228,558,228
#4A3E32,#4A3E32,432,108,426,114,432,114
#CF624D,#CF624D,198,18,192,24,198,24
#44413A,#44413A,570,408,564,414,570,414
#795F44,#795F44,498,198,504,198,498,204
#654E3E,#654E3E,432,174,426,180,432,180
#181816,#181816,174,414,168,420,174,420
#4E382A,#4E382A,384,336,378,342,384,342
#888075,#888075,138,42,132,48,138,48
#FFFFFF,#FFFFFF,204,240,198,246,204,246
#C4C2C7,#C4C2C7,474,6,468,12,474,12
#2F2F27,#2F2F27,42,330,48,330,42,336
#A4A6A5,#A4A6A5,576,186,570,192,576,192
#706C61,#706C61,210,126,216,126,210,132
#6B5E4E,#6B5E4E,552,186,558,186,552,192
#F5C4D7,#F5C4D7,132,216,126,222,132,222
#8A8E99,#8A8E99,534,0,528,6,534,6
#2E2F29,#2E2F29,510,414,516,414,510,420
#262624,#262624,180,342,174,348,180,348
#5F594B,#5F594B,54,156,60,156,54,162
#ABACAE,#ABACAE,588,102,582,108,588,108
