#5B574C,#5B574C,396,228,402,228,396,234
#CE5F6F,#CE5F6F,180,264,186,264,180,270
#BBBCB7,#BBBCB7,492,114,486,120,492,120
#292927,#292927,384,96,378,102,384,102
#57433C,#57433C,36,312,30,318,36,318
#C07F7B,#C07F7B,390,264,396,264,390,270
#1B1B19,#1B1B19,252,444,246,450,252,450
#252621,#252621,204,342,198,348,204,348
#35342F,#35342F,228,192,234,192,228,198
#5A2829,#5A2829,216,372,222,372,216,378
#111111,#111111,288,438,294,438,288,444
#DAD2BD,#DAD2BD,198,180,204,180,198,186
#171509,#171509,408,378,414,378,408,384
#827E75,#827E75,540,360,534,366,540,366
#837F73,#837F73,84,168,78,174,84,174
#9F9480,#9F9480,18,108,24,108,18,114
#252620,#252620,60,348,66,348,60,354
#4A4740,#4A4740,24,288,18,294,24,294
#2D2E29,#2D2E29,120,312,114,318,120,318
#5F5B50,#5F5B50,6,180,12,180,6,186
#23291F,#23291F,60,342,66,342,60,348
#BBBBB9,#BBBBB9,48,408,42,414,48,414
#10100E,#10100E,402,414,408,414,402,420
#858489,#858489,270,264,264,270,270,270
#2C2D25,#2C2D25,30,342,36,342,30,348
#73746F,#73746F,216,186,222,186,216,192
#959698,#959698,594,228,600,228,594,234
#6A4734,#6A4734,258,360,264,360,258,366
#4B4C46,#4B4C46,102,300,108,300,102,306
#9A9182,#9A9182,24,102,30,102,24,108
#6B685F,#6B685F,192,192,198,192,192,198
#74462C,#74462C,264,348,258,354,264,354
#5A483E,#5A483E,438,318,432,324,438,324
#514C48,#514C48,24,258,18,264,24,264
#999F9B,#999F9B,78,204,84,204,78,210
#B5B6B8,#B5B6B8,540,60,546,60,540,66
#CBC1A8,#CBC1A8,276,150,270,156,276,156
#292A25,#292A25,408,120,414,120,408,126
#C84148,#C84148,276,300,282,300,276,306
#AE6F77,#AE6F77,366,240,360,246,366,246
#504D48,#504D48,24,258,30,258,24,264
#1F1F1D,#1F1F1D,198,372,204,372,198,378
#7E2320,#7E2320,312,348,306,354,312,354
#19191B,#19191B,444,420,450,420,444,426
#28231F,#28231F,432,120,438,120,432,126
#252523,#252523,144,348,138,354,144,354
#794D5E,#794D5E,354,282,360,282,354,288
#F0E8DB,#F0E8DB,270,60,276,60,270,66
#522F2D,#522F2D,150,294,144,300,150,300
#2E271F,#2E271F,438,42,444,42,438,48
#8A8478,#8A8478,204,174,198,180,204,180
#E7DECF,#E7DECF,30,48,36,48,30,54
#5F5F57,#5F5F57,186,204,180,210,186,210
#6E6256,#6E6256,12,150,6,156,12,156
#211D1A,#211D1A,450,414,456,414,450,420
#3B322B,#3B322B,420,324,426,324,420,330
#191917,#191917,162,390,156,396,162,396
#4E2624,#4E2624,528,174,522,180,528,180
#45453D,#45453D,504,396,510,396,504,402
#9F8C86,#9F8C86,492,270,498,270,492,276
#676664,#676664,90,204,96,204,90,210
#534542,#534542,60,270,66,270,60,276
#363731,#363731,516,408,522,408,516,414
#FBFFFF,#FBFFFF,216,228,210,234,216,234
#3C3D35,#3C3D35,558,432,564,432,558,438
#101511,#101511,228,408,222,414,228,414
#62635B,#62635B,600,372,594,378,600,378
#1D1D1B,#1D1D1B,138,402,144,402,138,408
#DCD2B7,#DCD2B7,60,120,66,120,60,126
#FFFFFF,#FFFFFF,198,240,204,240,198,246
#2B2B29,#2B2B29,192,342,198,342,192,348
#A4ABBE,#A4ABBE,228,240,222,246,228,246
#848178,#848178,258,168,252,174,258,174
#4E4540,#4E4540,270,48,264,54,270,54
#373832,#373832,498,420,504,420,498,426
#232522,#232522,504,438,498,444,504,444
#121615,#121615,294,402,300,402,294,408
#665D54,#665D54,264,12,258,18,264,18
#9E9E9E,#9E9E9E,522,216,528,216,522,222
#A3A5A4,#A3A5A4,570,192,576,192,570,198
#562521,#562521,510,180,504,186,510,186
#46211B,#46211B,468,264,474,264,468,270
#A3A3AB,#A3A3AB,564,24,558,30,564,30
#7E7C70,#7E7C70,186,156,192,156,186,162
#BFBFC1,#BFBFC1,468,24,474,24,468,30
#797B76,#797B76,186,174,192,174,186,180
#8E8679,#8E8679,96,66,102,66,96,72
#B1A595,#B1A595,84,6,78,12,84,12
#505149,#505149,306,162,300,168,306,168
#E4AFC3,#E4AFC3,126,222,120,228,126,228
#B7B8B0,#B7B8B0,444,204,438,210,444,210
#9EA8A0,#9EA8A0,438,210,444,210,438,216
#B0B1B5,#B0B1B5,498,18,492,24,498,24
#595A52,#595A52,42,432,48,432,42,438
#43372B,#43372B,300,306,306,306,300,312
#D9CDB3,#D9CDB3,246,192,240,198,246,198
#9A8780,#9A8780,480,276,486,276,480,282
#989896,#989896,126,138,120,144,126,144
#C5B69F,#C5B69F,48,30,54,30,48,36
#746550,#746550,366,120,372,120,366,126
#C3C2C0,#C3C2C0,408,12,402,18,408,18
#CECAC7,#CECAC7,360,150,354,156,360,156
#CCCBC7,#CCCBC7,462,84,456,90,462,90
#777775,#777775,42,378,36,384,42,384
#E0D9BF,#E0D9BF,48,30,42,36,48,36
#2B2F2E,#2B2F2E,588,282,594,282,588,288
#514843,#514843,252,72,258,72,252,78
#8E4E4F,#8E4E4F,414,246,420,246,414,252
#604A4C,#604A4C,366,216,372,216,366,222
#A4A7AC,#A4A7AC,186,222,192,222,186,228
#9F9482,#9F9482,6,36,12,36,6,42
#E4DFC9,#E4DFC9,282,120,276,126,282,126
#8C6C55,#8C6C55,456,378,450,384,456,384
#FFFEF5,#FFFEF5,282,24,276,30,282,30
#903A3D,#903A3D,144,288,138,294,144,294
#FFFEFF,#FFFEFF,174,234,168,240,174,240
#B3A896,#B3A896,78,156,72,162,78,162
#877F6C,#877F6C,240,174,246,174,240,180
#31322D,#31322D,114,324,120,324,114,330
#22231E,#22231E,414,138,408,144,414,144
#7F7D71,#7F7D71,198,144,204,144,198,150
#D1D0CC,#D1D0CC,402,6,396,12,402,12
#B6AA9A,#B6AA9A,6,54,0,60,6,60
#BD584C,#BD584C,204,24,210,24,204,30
#A9A397,#A9A397,54,66,60,66,54,72
#6F7166,#6F7166,312,66,318,66,312,72
#63635B,#63635B,306,54,312,54,306,60
#C6BCA3,#C6BCA3,132,162,138,162,132,168
#A29988,#A29988,138,114,132,120,138,120
#745543,#745543,474,426,468,432,474,432
#838071,#838071,264,174,258,180,264,180
#B0B0AE,#B0B0AE,588,168,582,174,588,174
#C0C0C0,#C0C0C0,498,84,492,90,498,90
#674D3E,#674D3E,468,144,462,150,468,150
#CBCCC7,#CBCCC7,384,54,390,54,384,60
#D6D1CD,#D6D1CD,366,48,372,48,366,54
#736D5D,#736D5D,570,342,576,342,570,348
#A03138,#A03138,210,324,204,330,210,330
#735948,#735948,480,234,486,234,480,240
#4A3932,#4A3932,546,336,540,342,546,342
#7B7C76,#7B7C76,222,192,228,192,222,198
#969591,#969591,132,96,126,102,132,102
#918577,#918577,234,222,228,228,234,228
#494A44,#494A44,306,186,312,186,306,192
#CABDAD,#CABDAD,126,6,120,12,126,12
#5A5E5D,#5A5E5D,594,240,588,246,594,246
#765C4B,#765C4B,522,372,516,378,522,378
#31281F,#31281F,414,330,420,330,414,336
#5C1A1B,#5C1A1B,318,378,324,378,318,384
#7E2320,#7E2320,306,348,312,348,306,354
#363731,#363731,600,432,594,438,600,438
#785D4C,#785D4C,498,222,492,228,498,228
#8C8676,#8C8676,120,72,114,78,120,78
#1E1010,#1E1010,408,390,414,390,408,396
#2A2319,#2A2319,444,252,438,258,444,258
#3F3F37,#3F3F37,492,390,498,390,492,396
#676964,#676964,234,216,228,222,234,222
#412C2B,#412C2B,132,354,138,354,132,360
#584D47,#584D47,252,18,258,18,252,24
#10100E,#10100E,270,432,276,432,270,438
#CCA375,#CCA375,462,408,468,408,462,414
#58252C,#58252C,402,330,408,330,402,336
#62615C,#62615C,258,216,264,216,258,222
#11110F,#11110F,258,432,252,438,258,438
#ACAEAD,#ACAEAD,108,444,114,444,108,450
#8E908B,#8E908B,12,204,6,210,12,210
#E3DBC8,#E3DBC8,18,12,12,18,18,18
#DC7684,#DC7684,198,258,192,264,198,264
#222421,#222421,132,408,138,408,132,414
#641C1F,#641C1F,324,366,330,366,324,372
#4D4E49,#4D4E49,354,42,360,42,354,48
#554C45,#554C45,216,90,222,90,216,96
#321311,#321311,342,408,348,408,342,414
#32332D,#32332D,18,444,12,450,18,450
#6B6A55,#6B6A55,186,18,180,24,186,24
#765745,#765745,552,342,546,348,552,348
#4B3B3B,#4B3B3B,378,246,384,246,378,252
#534A45,#534A45,6,258,0,264,6,264
#5C4B3B,#5C4B3B,342,264,336,270,342,270
#B86C6E,#B86C6E,96,264,90,270,96,270
#3C3C34,#3C3C34,30,318,24,324,30,324
#543A2D,#543A2D,546,294,540,300,546,300
#665F59,#665F59,264,18,270,18,264,24
#272926,#272926,138,420,132,426,138,426
#CE3538,#CE3538,330,318,324,324,330,324
#383933,#383933,540,432,534,438,540,438
#9B3F44,#9B3F44,150,300,144,306,150,306
#78272D,#78272D,258,354,252,360,258,360
#AAACAB,#AAACAB,588,108,582,114,588,114
#B5A99B,#B5A99B,0,48,6,48,0,54
#242623,#242623,120,426,114,432,120,432
#817D71,#817D71,108,144,102,150,108,150
#919392,#919392,594,258,600,258,594,264
#BABABA,#BABABA,468,72,462,78,468,78
#141412,#141412,288,444,282,450,288,450
#34352F,#34352F,540,438,534,444,540,444
#222421,#222421,120,426,126,426,120,432
#2E271F,#2E271F,462,54,456,60,462,60
#A3A7AA,#A3A7AA,576,30,570,36,576,36
#272822,#272822,48,360,54,360,48,366
#CDB59D,#CDB59D,12,144,18,144,12,150
#D3A9BF,#D3A9BF,96,216,102,216,96,222
#7D7D7B,#7D7D7B,300,126,306,126,300,132
#691F20,#691F20,318,366,324,366,318,372
#6A6D62,#6A6D62,294,156,300,156,294,162
#11110F,#11110F,294,384,288,390,294,390
#F46F6A,#F46F6A,186,6,180,12,186,12
#3A3B33,#3A3B33,18,360,12,366,18,366
#171715,#171715,162,402,156,408,162,408
#694F3E,#694F3E,468,216,474,216,468,222
#5C514B,#5C514B,180,96,174,102,180,102
#D799A6,#D799A6,102,222,108,222,102,228
#E7ECE8,#E7ECE8,222,318,228,318,222,324
#4C3932,#4C3932,234,420,240,420,234,426
#AEAEAC,#AEAEAC,528,444,522,450,528,450
#A9A18E,#A9A18E,132,120,138,120,132,126
#252523,#252523,288,378,282,384,288,384
#6C6F64,#6C6F64,318,72,312,78,318,78
#5F574C,#5F574C,108,90,102,96,108,96
#685340,#685340,480,408,486,408,480,414
#DBDAD6,#DBDAD6,282,6,276,12,282,12
#373832,#373832,114,294,108,300,114,300
#646760,#646760,294,162,300,162,294,168
#735C4C,#735C4C,408,174,402,180,408,180
#262823,#262823,396,108,402,108,396,114
#5D4A3C,#5D4A3C,336,270,330,276,336,276
#5A4439,#5A4439,354,282,348,288,354,288
#868276,#868276,120,90,126,90,120,96
#E85160,#E85160,204,288,210,288,204,294
#8B8474,#8B8474,108,48,114,48,108,54
#564F3F,#564F3F,438,84,432,90,438,90
#918879,#918879,36,90,42,90,36,96
#3C3932,#3C3932,582,426,576,432,582,432
#757774,#757774,306,102,312,102,306,108
#9A9084,#9A9084,138,96,144,96,138,102
#836752,#836752,510,306,504,312,510,312
#665342,#665342,360,90,354,96,360,96
#8E877F,#8E877F,174,120,168,126,174,126
#858489,#858489,264,264,270,264,264,270
#70716B,#70716B,306,150,300,156,306,156
#DDCADE,#DDCADE,78,228,72,234,78,234
#848075,#848075,168,150,174,150,168,156
#5D5E58,#5D5E58,438,204,432,210,438,210
#CFD0CB,#CFD0CB,468,12,462,18,468,18
#3A2B26,#3A2B26,234,222,240,222,234,228
#C793A9,#C793A9,90,222,96,222,90,228
#9EA3A7,#9EA3A7,576,12,570,18,576,18
#62615C,#62615C,264,216,258,222,264,222
#191917,#191917,180,408,186,408,180,414
#362921,#362921,534,162,540,162,534,168
#E0D8C3,#E0D8C3,120,168,126,168,120,174
#9D9683,#9D9683,54,48,48,54,54,54
#393B38,#393B38,582,288,588,288,582,294
#745543,#745543,474,396,480,396,474,402
#592420,#592420,504,186,510,186,504,192
#BD7F82,#BD7F82,390,246,384,252,390,252
#8C8479,#8C8479,108,102,114,102,108,108
#B6B7B9,#B6B7B9,546,60,552,60,546,66
#4F4B48,#4F4B48,48,258,54,258,48,264
#847A6E,#847A6E,12,132,6,138,12,138
#513D3F,#513D3F,558,384,564,384,558,390
#7A786C,#7A786C,138,174,144,174,138,180
#38181B,#38181B,354,384,348,390,354,390
#3C3E39,#3C3E39,144,312,150,312,144,318
#451719,#451719,336,390,342,390,336,396
#101010,#101010,462,336,456,342,462,342
#B0A895,#B0A895,108,198,102,204,108,204
#8C3639,#8C3639,162,306,168,306,162,312
#564D46,#564D46,234,84,228,90,234,90
#270E12,#270E12,270,408,264,414,270,414
#4A4740,#4A4740,522,396,516,402,522,402
#E55C52,#E55C52,198,6,192,12,198,12
#4B382A,#4B382A,372,354,378,354,372,360
#E6E2D9,#E6E2D9,366,42,360,48,366,48
#685D59,#685D59,372,210,378,210,372,216
#575A51,#575A51,330,60,324,66,330,66
#7A7066,#7A7066,156,18,150,24,156,24
#AA9385,#AA9385,84,174,90,174,84,180
#604A3C,#604A3C,408,276,414,276,408,282
#2E2F2A,#2E2F2A,516,432,522,432,516,438
#3C231E,#3C231E,474,150,468,156,474,156
#978B7B,#978B7B,6,48,12,48,6,54
#CDD7FA,#CDD7FA,168,216,162,222,168,222
#626457,#626457,318,18,324,18,318,24
#66685D,#66685D,300,90,294,96,300,96
#2F1A15,#2F1A15,210,384,204,390,210,390
#E2DFD6,#E2DFD6,354,156,348,162,354,162
#292A25,#292A25,138,336,132,342,138,342
#57463C,#57463C,426,336,432,336,426,342
#3F3F3D,#3F3F3D,168,336,162,342,168,342
#6B6861,#6B6861,318,6,312,12,318,12
#E100D,#E100D,432,390,438,390,432,396
#64645C,#64645C,288,90,294,90,288,96
#44382C,#44382C,486,324,480,330,486,330
#6D6F6A,#6D6F6A,318,54,324,54,318,60
#944443,#944443,60,240,66,240,60,246
#D7E0E5,#D7E0E5,162,228,168,228,162,234
#575C62,#575C62,186,216,180,222,186,222
#614E3F,#614E3F,378,174,384,174,378,180
#F5F0EA,#F5F0EA,276,12,270,18,276,18
#858881,#858881,36,426,42,426,36,432
#353533,#353533,180,354,186,354,180,360
#C6B6B6,#C6B6B6,522,258,528,258,522,264
#5F6355,#5F6355,330,84,336,84,330,90
#40423F,#40423F,600,360,594,366,600,366
#46433E,#46433E,522,312,528,312,522,318
#AA6B4C,#AA6B4C,354,390,360,390,354,396
#D1C3A8,#D1C3A8,54,24,48,30,54,30
#5B191A,#5B191A,294,372,300,372,294,378
#998E88,#998E88,468,294,462,300,468,300
#581A1D,#581A1D,312,372,306,378,312,378
#636359,#636359,294,66,288,72,294,72
#272727,#272727,120,414,126,414,120,420
#1F1E1A,#1F1E1A,444,432,450,432,444,438
#161817,#161817,432,426,426,432,432,432
#636571,#636571,282,264,276,270,282,270
#DCD5CB,#DCD5CB,330,144,336,144,330,150
#321311,#321311,348,408,342,414,348,414
#5E1317,#5E1317,312,414,318,414,312,420
#68513F,#68513F,510,372,516,372,510,378
#554E48,#554E48,240,54,234,60,240,60
#6B6861,#6B6861,312,6,318,6,312,12
#B3B4AF,#B3B4AF,600,150,594,156,600,156
#2A251F,#2A251F,438,12,444,12,438,18
#111111,#111111,300,438,306,438,300,444
#832F2D,#832F2D,162,378,156,384,162,384
#69655A,#69655A,150,180,156,180,150,186
#7E7C70,#7E7C70,192,156,186,162,192,162
#898375,#898375,102,84,108,84,102,90
#79766F,#79766F,198,150,192,156,198,156
#4F3B30,#4F3B30,312,300,306,306,312,306
#D6D3CC,#D6D3CC,348,126,354,126,348,132
#21201B,#21201B,558,120,552,126,558,126
#ACADAF,#ACADAF,588,102,594,102,588,108
#C2BEBB,#C2BEBB,480,108,474,114,480,114
#4C4B46,#4C4B46,42,270,36,276,42,276
#A19589,#A19589,126,18,120,24,126,24
#8C908F,#8C908F,558,276,552,282,558,282
#908780,#908780,108,192,102,198,108,198
#1C2029,#1C2029,438,276,432,282,438,282
#5A4530,#5A4530,258,402,252,408,258,408
#61625A,#61625A,306,78,300,84,306,84
#242520,#242520,72,372,78,372,72,378
#756F63,#756F63,240,168,246,168,240,174
#827E73,#827E73,234,132,240,132,234,138
#55564E,#55564E,300,174,294,180,300,180
#B5292C,#B5292C,366,336,360,342,366,342
#8E877F,#8E877F,168,120,174,120,168,126
#E1515A,#E1515A,174,282,180,282,174,288
#11100C,#11100C,546,144,552,144,546,150
#B9BABC,#B9BABC,498,30,492,36,498,36
#302722,#302722,546,162,552,162,546,168
#685143,#685143,342,108,348,108,342,114
#E3EDE4,#E3EDE4,174,12,180,12,174,18
#4B4F4E,#4B4F4E,588,390,594,390,588,396
#84292E,#84292E,246,342,240,348,246,348
#5E6055,#5E6055,336,18,330,24,336,24
#817776,#817776,450,288,444,294,450,294
#373C36,#373C36,36,318,30,324,36,324
#5D5E56,#5D5E56,48,444,42,450,48,450
#7F644F,#7F644F,540,186,546,186,540,192
#525053,#525053,210,222,204,228,210,228
#BABBB6,#BABBB6,486,108,480,114,486,114
#828074,#828074,288,138,294,138,288,144
#584D47,#584D47,192,78,186,84,192,84
#907057,#907057,528,150,534,150,528,156
#878882,#878882,180,174,186,174,180,180
#978E7F,#978E7F,90,54,84,60,90,60
#1E201B,#1E201B,102,378,96,384,102,384
#F4F4F4,#F4F4F4,216,246,210,252,216,252
#99B56A,#99B56A,186,270,180,276,186,276
#727471,#727471,48,240,42,246,48,246
#D7627F,#D7627F,168,264,174,264,168,270
#BC927C,#BC927C,132,24,126,30,132,30
#5A4A3B,#5A4A3B,474,306,468,312,474,312
#24251F,#24251F,384,138,390,138,384,144
#2E2418,#2E2418,456,408,462,408,456,414
#DAD7CE,#DAD7CE,360,156,354,162,360,162
#544236,#544236,420,270,426,270,420,276
#5D5E56,#5D5E56,42,444,48,444,42,450
#3B3B39,#3B3B39,162,348,156,354,162,354
#7F7B72,#7F7B72,156,108,162,108,156,114
#5D4739,#5D4739,402,294,408,294,402,300
#655C53,#655C53,150,72,156,72,150,78
#8A8E97,#8A8E97,594,48,600,48,594,54
#CABEA6,#CABEA6,282,132,276,138,282,138
#B5BFD8,#B5BFD8,300,210,306,210,300,216
#382F26,#382F26,330,234,324,240,330,240
#272820,#272820,54,342,60,342,54,348
#742520,#742520,282,402,276,408,282,408
#51241F,#51241F,492,186,498,186,492,192
#5E4D3D,#5E4D3D,426,162,432,162,426,168
#A2A2A2,#A2A2A2,594,162,588,168,594,168
#877F72,#877F72,24,132,30,132,24,138
#B1B2B4,#B1B2B4,564,42,570,42,564,48
#22231E,#22231E,72,366,78,366,72,372
#513A32,#513A32,468,150,462,156,468,156
#563D40,#563D40,390,234,396,234,390,240
#C53A41,#C53A41,342,312,348,312,342,318
#3B3331,#3B3331,432,234,438,234,432,240
#2D1A16,#2D1A16,552,378,558,378,552,384
#818380,#818380,36,222,30,228,36,228
#B1919,#B1919,216,366,222,366,216,372
#575A51,#575A51,354,18,360,18,354,24
#C5C5C3,#C5C5C3,36,414,30,420,36,420
#6A6359,#6A6359,162,48,168,48,162,54
#560E12,#560E12,234,384,240,384,234,390
#505149,#505149,306,168,300,174,306,174
#60574E,#60574E,12,174,6,180,12,180
#645244,#645244,456,300,450,306,456,306
#C78798,#C78798,90,228,96,228,90,234
#CDCEC9,#CDCEC9,474,60,480,60,474,66
#91282C,#91282C,252,336,246,342,252,342
#252620,#252620,390,108,396,108,390,114
#6D6E66,#6D6E66,288,108,294,108,288,114
#232321,#232321,198,348,192,354,198,354
#B7BAC3,#B7BAC3,168,234,162,240,168,240
#7E5D58,#7E5D58,60,318,54,324,60,324
#625F58,#625F58,162,192,168,192,162,198
#5F4747,#5F4747,432,228,438,228,432,234
#764A5B,#764A5B,366,282,372,282,366,288
#DA4F56,#DA4F56,282,312,276,318,282,318
#B5AD9A,#B5AD9A,12,6,18,6,12,12
#D3C8B2,#D3C8B2,270,138,264,144,270,144
#B5B8B1,#B5B8B1,438,198,444,198,438,204
#484B44,#484B44,558,276,564,276,558,282
#D699A8,#D699A8,114,228,108,234,114,234
#574435,#574435,348,270,354,270,348,276
#988B7B,#988B7B,24,48,30,48,24,54
#D3C8B2,#D3C8B2,276,114,270,120,276,120
#262624,#262624,174,342,180,342,174,348
#826651,#826651,504,312,510,312,504,318
#252420,#252420,546,150,552,150,546,156
#877F72,#877F72,30,132,24,138,30,138
#604A3C,#604A3C,414,276,408,282,414,282
#6D5646,#6D5646,372,90,366,96,372,96
#9B887A,#9B887A,108,186,114,186,108,192
#C3414B,#C3414B,294,300,288,306,294,306
#604A4C,#604A4C,372,216,366,222,372,222
#433324,#433324,270,354,264,360,270,360
#DA7279,#DA7279,234,270,228,276,234,276
#74756D,#74756D,360,0,354,6,360,6
#B95668,#B95668,144,282,150,282,144,288
#514A40,#514A40,234,90,240,90,234,96
#63645E,#63645E,222,216,216,222,222,222
#181818,#181818,198,426,204,426,198,432
#C8C4C1,#C8C4C1,498,96,492,102,498,102
#AF4D4C,#AF4D4C,222,66,216,72,222,72
#756452,#756452,552,210,546,216,552,216
#6D4D3E,#6D4D3E,270,372,264,378,270,378
#68685C,#68685C,192,162,186,168,192,168
#7E6048,#7E6048,480,246,486,246,480,252
#9A9180,#9A9180,72,72,78,72,72,78
#B7B7B9,#B7B7B9,522,18,528,18,522,24
#616254,#616254,234,120,228,126,234,126
#5D5F52,#5D5F52,252,120,246,126,252,126
#7E807B,#7E807B,42,222,36,228,42,228
#21201B,#21201B,90,354,96,354,90,360
#4C3B29,#4C3B29,258,378,252,384,258,384
#5A3C34,#5A3C34,540,144,534,150,540,150
#888274,#888274,252,210,258,210,252,216
#666458,#666458,228,156,234,156,228,162
#574537,#574537,348,264,354,264,348,270
#383B32,#383B32,492,414,486,420,492,420
#4D5047,#4D5047,306,174,312,174,306,180
#7E807D,#7E807D,48,234,42,240,48,240
#5B5E53,#5B5E53,288,174,282,180,288,180
#31322C,#31322C,534,432,528,438,534,438
#898270,#898270,18,132,24,132,18,138
#C8C8C6,#C8C8C6,522,36,516,42,522,42
#5F544E,#5F544E,174,90,168,96,174,96
#746C61,#746C61,426,42,432,42,426,48
#1C1922,#1C1922,216,378,210,384,216,384
#AEAFAA,#AEAFAA,564,156,558,162,564,162
#1E201D,#1E201D,114,390,108,396,114,396
#978E7F,#978E7F,84,60,90,60,84,66
#5B5348,#5B5348,120,204,126,204,120,210
#45372C,#45372C,390,288,396,288,390,294
#A7A8AC,#A7A8AC,426,0,432,0,426,6
#B1B1AF,#B1B1AF,570,144,564,150,570,150
#121212,#121212,246,420,252,420,246,426
#141412,#141412,204,414,210,414,204,420
#292A25,#292A25,402,120,408,120,402,126
#E5DED4,#E5DED4,354,162,348,168,354,168
#3F4346,#3F4346,396,390,402,390,396,396
#CFCBC8,#CFCBC8,486,96,492,96,486,102
#5B5C54,#5B5C54,24,432,18,438,24,438
#BBBBBB,#BBBBBB,522,48,528,48,522,54
#888075,#888075,138,54,132,60,138,60
#A18C87,#A18C87,510,288,516,288,510,294
#645B52,#645B52,156,90,150,96,156,96
#888274,#888274,114,78,108,84,114,84
#661B1F,#661B1F,330,360,336,360,330,366
#282520,#282520,558,114,552,120,558,120
#3A352F,#3A352F,414,108,408,114,414,114
#63686B,#63686B,600,330,594,336,600,336
#272725,#272725,126,408,120,414,126,414
#988D7B,#988D7B,18,42,24,42,18,48
#5B5F68,#5B5F68,288,270,282,276,288,276
#747168,#747168,228,156,222,162,228,162
#252621,#252621,396,132,402,132,396,138
#998F83,#998F83,126,42,120,48,126,48
#A2A2A2,#A2A2A2,600,216,594,222,600,222
#534A45,#534A45,264,24,270,24,264,30
#9BA0A4,#9BA0A4,582,6,588,6,582,12
#B3B9D1,#B3B9D1,276,222,282,222,276,228
#82272E,#82272E,222,384,228,384,222,390
#11110F,#11110F,288,444,294,444,288,450
#3D4645,#3D4645,570,246,576,246,570,252
#A8AAA9,#A8AAA9,564,162,558,168,564,168
#877976,#877976,456,276,462,276,456,282
#907983,#907983,144,234,150,234,144,240
#BF9D77,#BF9D77,456,426,450,432,456,432
#7F292C,#7F292C,246,348,252,348,246,354
#A4755B,#A4755B,372,324,378,324,372,330
#866B58,#866B58,432,54,438,54,432,60
#BFB170,#BFB170,174,276,180,276,174,282
#4A4B43,#4A4B43,570,402,576,402,570,408
#66665C,#66665C,312,48,306,54,312,54
#DDD3B8,#DDD3B8,48,132,54,132,48,138
#2F302A,#2F302A,42,360,36,366,42,366
#A7785C,#A7785C,462,420,468,420,462,426
#141A1A,#141A1A,396,384,402,384,396,390
#463929,#463929,282,342,276,348,282,348
#B5AD9A,#B5AD9A,18,6,12,12,18,12
#505149,#505149,372,6,366,12,372,12
#793F3D,#793F3D,84,294,90,294,84,300
#433930,#433930,528,252,534,252,528,258
#6C1B21,#6C1B21,330,354,336,354,330,360
#534A45,#534A45,258,48,252,54,258,54
#856151,#856151,504,384,498,390,504,390
#806351,#806351,546,132,552,132,546,138
#2B2C24,#2B2C24,36,336,42,336,36,342
#252620,#252620,396,108,390,114,396,114
#A39787,#A39787,24,12,18,18,24,18
#DAD7CE,#DAD7CE,354,156,360,156,354,162
#737369,#737369,246,120,240,126,246,126
#503721,#503721,402,60,408,60,402,66
#A09486,#A09486,84,30,90,30,84,36
#928E85,#928E85,228,162,222,168,228,168
